order_id,order_date,customer_id,region,category,product_name,quantity,unit_price,discount,revenue,returned
ORD-14010,2024-01-25,CUST-3187,North,Electronics,Bluetooth Speaker,2,59.99,0.05,113.98,False
ORD-12304,2024-12-03,CUST-1823,South,Clothing,Running Shoes,1,109.99,0.0,109.99,False
ORD-11731,2024-09-01,CUST-2027,North,Clothing,Casual Sneakers,2,89.99,0.05,170.98,False
ORD-11144,2024-04-08,CUST-1898,South,Clothing,Rain Coat,2,119.99,0.15,203.98,False
ORD-10449,2024-02-18,CUST-4778,East,Clothing,Cotton T-Shirt,2,24.99,0.2,39.98,False
ORD-13375,2024-11-11,CUST-4227,East,Electronics,Webcam HD,1,79.99,0.05,75.99,True
ORD-12643,2024-09-24,CUST-2488,East,Clothing,Casual Sneakers,1,89.99,0.2,71.99,False
ORD-10723,2024-10-11,CUST-4967,West,Clothing,Winter Jacket,1,149.99,0.25,112.49,False
ORD-10561,2024-03-28,CUST-3061,South,Electronics,Bluetooth Speaker,2,59.99,0.0,119.98,False
ORD-12273,2024-09-05,CUST-1778,North,Electronics,LED Monitor,1,299.99,0.05,284.99,False
ORD-11634,2024-12-05,CUST-1188,East,Clothing,Denim Jeans,4,59.99,0.2,191.97,False
ORD-10194,2024-05-02,CUST-3844,North,Clothing,Denim Jeans,3,59.99,0.05,170.97,False
ORD-13190,2024-04-10,CUST-4265,East,Home & Garden,Wall Clock,2,39.99,0.0,79.98,False
ORD-10770,2024-02-19,CUST-4101,North,Electronics,Laptop Stand,1,49.99,0.0,49.99,False
ORD-10616,2024-01-15,CUST-3022,South,Home & Garden,LED Desk Lamp,2,44.99,0.05,85.48,False
ORD-14079,2024-03-09,CUST-1763,East,Clothing,Casual Sneakers,2,89.99,0.0,179.98,False
ORD-13613,2024-11-23,CUST-3891,East,Electronics,Smart Watch,3,199.99,0.0,599.97,False
ORD-12447,2024-03-03,CUST-3348,North,Clothing,Denim Jeans,3,59.99,0.2,143.98,False
ORD-11095,2024-03-21,CUST-2250,East,Electronics,Smart Watch,4,199.99,0.05,759.96,False
ORD-12421,2024-01-20,CUST-2563,West,Clothing,Casual Sneakers,4,89.99,0.1,323.96,False
ORD-14030,2024-10-25,CUST-3085,North,Home & Garden,Air Purifier,3,159.99,0.05,455.97,False
ORD-12466,2024-05-10,CUST-1736,North,Electronics,Smart Watch,1,199.99,0.0,199.99,False
ORD-13598,2024-05-25,CUST-4043,West,Clothing,Yoga Pants,4,44.99,0.2,143.97,False
ORD-13765,2024-04-21,CUST-1126,South,Electronics,LED Monitor,1,299.99,0.05,284.99,False
ORD-11178,2024-11-12,CUST-1768,South,Electronics,Mechanical Keyboard,3,129.99,0.0,389.97,False
ORD-14440,2024-12-24,CUST-1290,South,Home & Garden,Air Purifier,1,159.99,0.0,159.99,False
ORD-10446,2024-12-22,CUST-1590,East,Clothing,Denim Jeans,1,59.99,0.05,56.99,False
ORD-10172,2024-07-02,CUST-3169,South,Clothing,Casual Sneakers,3,89.99,0.1,242.97,False
ORD-14285,2024-08-26,CUST-4363,East,Clothing,Running Shoes,1,109.99,0.05,104.49,False
ORD-13816,2024-05-27,CUST-2163,West,Home & Garden,Storage Organizer,3,29.99,0.05,85.47,False
ORD-11179,2024-07-22,CUST-2042,South,Clothing,Rain Coat,1,119.99,0.0,119.99,False
ORD-10732,2024-09-15,CUST-1802,North,Home & Garden,Scented Candles,4,19.99,0.1,71.96,False
ORD-11901,2024-01-03,CUST-3820,South,Clothing,Denim Jeans,2,59.99,0.0,119.98,False
ORD-12670,2024-09-01,CUST-3873,East,Home & Garden,Air Purifier,1,159.99,0.1,143.99,False
ORD-11124,2024-09-16,CUST-4478,East,Electronics,USB-C Hub,2,39.99,0.0,79.98,False
ORD-12646,2024-12-07,CUST-1186,East,Electronics,Webcam HD,3,79.99,0.0,239.97,False
ORD-12338,2024-02-13,CUST-2109,North,Clothing,Rain Coat,2,119.99,0.05,227.98,False
ORD-10318,2024-03-22,CUST-4281,North,Clothing,Yoga Pants,1,44.99,0.1,40.49,False
ORD-14036,2024-12-03,CUST-3682,South,Clothing,Rain Coat,4,119.99,0.15,407.97,False
ORD-11003,2024-10-11,CUST-3883,South,Electronics,LED Monitor,1,299.99,0.15,254.99,False
ORD-12725,2024-04-25,CUST-1422,West,Clothing,Winter Jacket,2,149.99,0.0,299.98,False
ORD-14154,2024-04-02,CUST-2850,West,Home & Garden,Wall Clock,1,39.99,0.0,39.99,False
ORD-11391,2024-01-18,CUST-3189,East,Home & Garden,Scented Candles,1,19.99,0.0,19.99,False
ORD-13677,2024-05-27,CUST-1340,East,Electronics,USB-C Hub,1,39.99,0.0,39.99,False
ORD-13159,2024-04-01,CUST-3348,South,Electronics,Wireless Headphones,1,89.99,0.0,89.99,False
ORD-10981,2024-11-05,CUST-4360,East,Clothing,Rain Coat,1,119.99,0.05,113.99,False
ORD-12761,2024-01-04,CUST-4575,North,Electronics,USB-C Hub,3,39.99,0.05,113.97,False
ORD-11206,2024-10-01,CUST-1662,North,Home & Garden,Scented Candles,1,19.99,0.05,18.99,True
ORD-10594,2024-12-23,CUST-3812,East,Home & Garden,Air Purifier,1,159.99,0.1,143.99,False
ORD-13945,2024-01-24,CUST-4722,North,Electronics,Webcam HD,2,79.99,0.0,159.98,False
ORD-12120,2024-11-07,CUST-4030,West,Clothing,Yoga Pants,3,44.99,0.25,101.23,False
ORD-13814,2024-04-19,CUST-4560,South,Electronics,Bluetooth Speaker,1,59.99,0.0,59.99,False
ORD-14720,2024-05-10,CUST-4990,East,Home & Garden,LED Desk Lamp,1,44.99,0.0,73.96,False
ORD-12432,2024-12-13,CUST-2905,West,Clothing,Winter Jacket,1,149.99,0.2,119.99,False
ORD-11406,2024-11-05,CUST-1359,North,Home & Garden,Plant Pot Set,3,34.99,0.05,99.72,False
ORD-10739,2024-05-10,CUST-2797,West,Electronics,Bluetooth Speaker,2,59.99,0.0,119.98,False
ORD-14286,2024-12-26,CUST-1263,East,Clothing,Wool Sweater,2,79.99,0.0,159.98,False
ORD-10921,2024-06-20,CUST-2719,East,Home & Garden,Plant Pot Set,2,34.99,0.0,69.98,False
ORD-12547,2024-05-27,CUST-2488,South,Clothing,Casual Sneakers,1,89.99,,76.49,False
ORD-13571,2024-07-14,CUST-1104,West,Electronics,Smart Watch,1,199.99,0.05,189.99,False
ORD-12740,2024-05-20,CUST-2145,East,Clothing,Winter Jacket,1,149.99,0.05,142.49,False
ORD-13062,2024-08-04,CUST-3625,West,Electronics,LED Monitor,4,299.99,0.05,1139.96,True
ORD-10699,2024-06-07,CUST-2542,West,Electronics,USB-C Hub,2,39.99,0.0,79.98,False
ORD-14649,2024-03-20,CUST-4216,East,Electronics,LED Monitor,1,299.99,0.05,284.99,False
ORD-11602,2024-03-09,CUST-1617,North,Home & Garden,Storage Organizer,4,29.99,0.0,119.96,False
ORD-12395,2024-05-10,CUST-3290,North,Home & Garden,Storage Organizer,3,29.99,0.0,89.97,False
ORD-12077,2024-06-12,CUST-3529,West,Electronics,Mechanical Keyboard,2,129.99,0.1,233.98,False
ORD-10473,2024-12-17,CUST-1741,North,Clothing,Denim Jeans,2,59.99,0.15,101.98,False
ORD-10138,2024-05-21,CUST-2181,West,Electronics,Laptop Stand,1,49.99,0.05,47.49,False
ORD-13756,2024-03-13,CUST-4664,North,Home & Garden,LED Desk Lamp,2,44.99,0.05,85.48,False
ORD-13021,2024-06-13,CUST-4220,East,Clothing,Casual Sneakers,1,89.99,0.05,85.49,False
ORD-10474,2024-07-18,CUST-3017,West,Electronics,Webcam HD,1,79.99,0.05,75.99,False
ORD-12244,2024-11-08,CUST-2377,South,Clothing,Denim Jeans,1,59.99,0.1,53.99,False
ORD-10328,2024-06-10,CUST-2210,North,Clothing,Running Shoes,1,109.99,0.25,82.49,False
ORD-14047,2024-07-14,CUST-2193,East,Home & Garden,Wall Clock,1,39.99,0.0,39.99,True
ORD-13006,2024-12-20,CUST-2880,North,Clothing,Running Shoes,1,109.99,0.0,109.99,False
ORD-14856,2024-02-22,CUST-1911,East,Electronics,LED Monitor,1,299.99,0.1,269.99,False
ORD-10746,2024-05-12,CUST-1575,South,Electronics,Laptop Stand,1,49.99,0.15,42.49,False
ORD-14597,2024-03-13,CUST-3617,East,Electronics,Webcam HD,1,79.99,0.15,67.99,False
ORD-13377,2024-03-08,CUST-1730,North,Electronics,Smart Watch,1,199.99,0.0,199.99,False
ORD-12780,2024-01-14,CUST-2249,East,Clothing,Yoga Pants,1,44.99,0.05,42.74,False
ORD-12082,2024-06-02,CUST-1956,North,Electronics,Wireless Headphones,1,89.99,0.05,85.49,False
ORD-12996,2024-03-19,CUST-3564,West,Home & Garden,Throw Blanket,1,49.99,0.1,44.99,False
ORD-12103,2024-10-02,CUST-1856,North,Clothing,Wool Sweater,3,79.99,0.0,239.97,False
ORD-12626,2024-02-16,CUST-1232,North,Clothing,Casual Sneakers,1,89.99,0.1,80.99,False
ORD-14105,2024-09-27,CUST-3793,East,Electronics,USB-C Hub,2,39.99,0.0,79.98,False
ORD-12498,2024-12-15,CUST-4839,South,Clothing,Cotton T-Shirt,2,24.99,0.15,42.48,True
ORD-13105,2024-06-23,CUST-3651,South,Home & Garden,Coffee Maker,2,69.99,0.0,139.98,True
ORD-11170,2024-08-06,CUST-2821,West,Electronics,LED Monitor,5,299.99,0.05,1424.95,False
ORD-11335,2024-09-09,CUST-2900,East,Clothing,Wool Sweater,1,79.99,0.25,59.99,False
ORD-12659,2024-09-04,CUST-2255,North,Electronics,Bluetooth Speaker,5,59.99,0.0,299.95,False
ORD-10207,2024-09-05,CUST-2907,South,Home & Garden,Coffee Maker,1,69.99,0.05,66.49,True
ORD-13832,2024-11-13,CUST-2454,North,Home & Garden,Throw Blanket,1,49.99,0.0,49.99,False
ORD-14420,2024-02-10,CUST-3537,North,Home & Garden,Plant Pot Set,1,34.99,0.0,34.99,False
ORD-11873,2024-11-08,CUST-2963,North,Home & Garden,LED Desk Lamp,1,44.99,0.0,44.99,False
ORD-12933,2024-07-11,CUST-2123,East,Clothing,Winter Jacket,4,149.99,0.0,599.96,True
ORD-14306,2024-06-09,CUST-4936,North,Clothing,Yoga Pants,1,44.99,0.15,38.24,False
ORD-14621,2024-11-02,CUST-1119,South,Clothing,Casual Sneakers,3,89.99,0.05,256.47,False
ORD-11422,2024-01-26,CUST-1032,South,Clothing,Casual Sneakers,1,89.99,0.15,76.49,False
ORD-14939,2024-11-18,CUST-3737,South,Home & Garden,Coffee Maker,1,69.99,0.0,69.99,True
ORD-12853,2024-12-18,CUST-2392,North,Electronics,Wireless Headphones,2,89.99,0.0,179.98,True
ORD-12392,2024-06-27,CUST-3099,South,Home & Garden,Storage Organizer,2,29.99,0.05,56.98,False
ORD-14684,2024-11-15,CUST-1246,East,Home & Garden,Scented Candles,2,19.99,0.0,39.98,True
ORD-12981,2024-03-07,CUST-1074,South,Clothing,Rain Coat,2,119.99,0.1,215.98,False
ORD-13313,2024-01-22,CUST-4092,South,Clothing,Casual Sneakers,2,89.99,0.1,161.98,False
ORD-12522,2024-04-08,CUST-2468,South,Clothing,Rain Coat,2,119.99,0.25,179.98,False
ORD-10500,2024-10-09,CUST-3533,North,Electronics,Bluetooth Speaker,2,59.99,0.0,119.98,True
ORD-12406,2024-05-04,CUST-4612,South,Electronics,Smart Watch,5,199.99,0.0,999.95,False
ORD-14059,2024-12-04,CUST-4275,West,Home & Garden,Wall Clock,3,39.99,0.0,119.97,False
ORD-13038,2024-01-05,CUST-3654,North,Home & Garden,LED Desk Lamp,1,44.99,0.0,44.99,False
ORD-13942,2024-02-07,CUST-4730,North,Clothing,Cotton T-Shirt,2,24.99,0.25,37.48,False
ORD-14685,2024-05-13,CUST-4159,East,Electronics,Webcam HD,1,79.99,0.15,67.99,False
ORD-12343,2024-05-14,CUST-1771,North,Electronics,Mechanical Keyboard,2,129.99,0.0,259.98,False
ORD-12413,2024-01-18,CUST-4462,West,Clothing,Denim Jeans,4,59.99,0.15,203.97,False
ORD-13899,2024-11-07,CUST-4701,South,Home & Garden,LED Desk Lamp,2,44.99,0.0,89.98,False
ORD-12893,2024-09-23,CUST-1507,South,Clothing,Denim Jeans,2,59.99,0.25,89.98,False
ORD-13283,2024-12-24,CUST-2504,East,Electronics,Wireless Headphones,4,89.99,0.0,359.96,False
ORD-14644,2024-10-23,CUST-1594,West,Clothing,Yoga Pants,1,44.99,0.25,33.74,False
ORD-11390,2024-03-10,CUST-3377,East,Home & Garden,Wall Clock,1,39.99,0.0,39.99,False
ORD-12414,2024-07-28,CUST-1246,North,Electronics,Smart Watch,2,199.99,0.05,379.98,False
ORD-10767,2024-12-06,CUST-3017,North,Electronics,Bluetooth Speaker,1,59.99,0.0,59.99,False
ORD-11537,2024-10-28,CUST-4509,South,Clothing,Winter Jacket,3,149.99,0.1,404.97,False
ORD-14417,2024-01-23,CUST-3721,East,Electronics,LED Monitor,1,299.99,0.1,269.99,False
ORD-10188,2024-07-21,CUST-1618,West,Home & Garden,Wall Clock,2,39.99,0.0,79.98,False
ORD-14922,2024-08-13,CUST-4628,South,Electronics,LED Monitor,2,299.99,0.15,509.98,False
ORD-14808,2024-04-08,CUST-4153,East,Home & Garden,Coffee Maker,2,69.99,0.0,139.98,False
ORD-11146,2024-11-05,CUST-4873,West,Clothing,Casual Sneakers,4,89.99,0.0,359.96,False
ORD-14752,2024-10-22,CUST-3827,South,Clothing,Yoga Pants,1,44.99,0.0,44.99,False
ORD-14502,2024-04-12,CUST-3173,South,Electronics,Smart Watch,2,199.99,0.0,399.98,False
ORD-14424,2024-04-09,CUST-4608,South,Clothing,Rain Coat,2,119.99,0.25,179.98,False
ORD-11459,2024-09-07,CUST-2727,North,Electronics,Bluetooth Speaker,1,59.99,0.05,56.99,False
ORD-13983,2024-03-22,CUST-1974,South,Clothing,Wool Sweater,2,79.99,0.15,135.98,False
ORD-11793,2024-10-24,CUST-2669,South,Home & Garden,Air Purifier,5,159.99,0.0,799.95,False
ORD-14857,2024-12-23,CUST-3300,South,Home & Garden,Throw Blanket,2,49.99,0.0,99.98,False
ORD-11990,2024-11-11,CUST-4051,West,Clothing,Denim Jeans,1,59.99,0.0,59.99,False
ORD-12397,2024-01-26,CUST-4874,West,Home & Garden,Scented Candles,1,19.99,0.1,17.99,False
ORD-10427,2024-12-19,CUST-2823,South,Clothing,Cotton T-Shirt,2,24.99,0.15,42.48,False
ORD-14693,2024-07-24,CUST-1503,North,Clothing,Winter Jacket,1,149.99,0.05,142.49,False
ORD-13666,2024-11-28,CUST-1038,North,Home & Garden,Throw Blanket,3,49.99,0.0,149.97,False
ORD-10909,2024-05-07,CUST-2859,North,Electronics,Smart Watch,1,199.99,0.1,179.99,False
ORD-11561,2024-03-16,CUST-2738,East,Clothing,Yoga Pants,3,44.99,0.1,121.47,False
ORD-12461,2024-12-20,CUST-2636,West,Electronics,Bluetooth Speaker,1,59.99,0.1,53.99,False
ORD-11458,2024-03-05,CUST-1824,South,Electronics,Webcam HD,1,79.99,0.05,75.99,False
ORD-10700,2024-07-04,CUST-2074,North,Clothing,Cotton T-Shirt,1,24.99,0.1,22.49,False
